numero_obra;numero_exemplar;numero_legado;ordem_estante;secao;grupo_autor_espiritual;codigo_autor;titulo;autor_espiritual;medium;tipo_obra;colecao;categorias;idioma;editora;sinopse;historico
"414";"414";"323";"323";"EST";"Richard Simonetti";"RIC";"Endereço Certo";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 323 · Ordem estante (Table 2): 323 · Obra nº 414"
"415";"415.1";"378";"945";"EST";"Richard Simonetti";"RIC";"Fugindo da Prisão";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 378 · Ordem estante (Table 2): 945 · Obra nº 415 · Exemplares da mesma obra: 378, 397, 402, 945"
"415";"415.2";"397";"945";"EST";"Richard Simonetti";"RIC";"Fugindo da Prisão";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 397 · Ordem estante (Table 2): 945 · Obra nº 415 · Exemplares da mesma obra: 378, 397, 402, 945"
"415";"415.3";"402";"945";"EST";"Richard Simonetti";"RIC";"Fugindo da Prisão";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 402 · Ordem estante (Table 2): 945 · Obra nº 415 · Exemplares da mesma obra: 378, 397, 402, 945"
"415";"415.4";"945";"945";"EST";"Richard Simonetti";"RIC";"Fugindo da Prisão";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 945 · Ordem estante (Table 2): 945 · Obra nº 415 · Exemplares da mesma obra: 378, 397, 402, 945"
"416";"416.1";"394";"993";"EST";"Richard Simonetti";"RIC";"Levanta-te";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 394 · Ordem estante (Table 2): 993 · Obra nº 416 · Exemplares da mesma obra: 394, 993"
"416";"416.2";"993";"993";"EST";"Richard Simonetti";"RIC";"Levanta-te";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 993 · Ordem estante (Table 2): 993 · Obra nº 416 · Exemplares da mesma obra: 394, 993"
"417";"417";"404";"404";"EST";"Richard Simonetti";"RIC";"Luz do Caminho";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 404 · Ordem estante (Table 2): 404 · Obra nº 417"
"418";"418";"1079";"1079";"EST";"Richard Simonetti";"RIC";"Luzes no Caminho";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1079 · Ordem estante (Table 2): 1079 · Obra nº 418"
"419";"419";"951";"951";"EST";"Richard Simonetti";"RIC";"Luzes no Laminho";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 951 · Ordem estante (Table 2): 951 · Obra nº 419"
"420";"420";"1134";"1134";"EST";"Richard Simonetti";"RIC";"Mediunidade . Tudo que você precisa saber";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1134 · Ordem estante (Table 2): 1134 · Obra nº 420"
"421";"421";"381";"381";"EST";"Richard Simonetti";"RIC";"Na Seara bendita";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 381 · Ordem estante (Table 2): 381 · Obra nº 421"
"422";"422";"379";"379";"EST";"Richard Simonetti";"RIC";"Na sombra e na luz";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 379 · Ordem estante (Table 2): 379 · Obra nº 422"
"423";"423";"1034";"1034";"EST";"Richard Simonetti";"RIC";"Naão Pise Na Bola";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1034 · Ordem estante (Table 2): 1034 · Obra nº 423"
"424";"424";"947";"947";"EST";"Richard Simonetti";"RIC";"Não Pise Na Bola";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 947 · Ordem estante (Table 2): 947 · Obra nº 424"
"425";"425";"950";"950";"EST";"Richard Simonetti";"RIC";"O Ceú ao Nosso Alcance";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 950 · Ordem estante (Table 2): 950 · Obra nº 425"
"426";"426";"147";"147";"EST";"Richard Simonetti";"RIC";"O melhor é viver";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 147 · Ordem estante (Table 2): 147 · Obra nº 426"
"427";"427";"443";"443";"EST";"Richard Simonetti";"RIC";"O Vaso de Porcelana";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 443 · Ordem estante (Table 2): 443 · Obra nº 427"
"428";"428.1";"714";"1078";"EST";"Richard Simonetti";"RIC";"Para Viver a Grande Mensagem";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 714 · Ordem estante (Table 2): 1078 · Obra nº 428 · Exemplares da mesma obra: 714, 1078"
"428";"428.2";"1078";"1078";"EST";"Richard Simonetti";"RIC";"Para Viver a Grande Mensagem";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1078 · Ordem estante (Table 2): 1078 · Obra nº 428 · Exemplares da mesma obra: 714, 1078"
"429";"429";"584";"584";"EST";"Richard Simonetti";"RIC";"Quem Tem Medo da Morte";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 584 · Ordem estante (Table 2): 584 · Obra nº 429"
"430";"430.1";"114";"946";"EST";"Richard Simonetti";"RIC";"Quem Tem Medo da Morte?";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 114 · Ordem estante (Table 2): 946 · Obra nº 430 · Exemplares da mesma obra: 114, 392, 393, 946"
"430";"430.2";"392";"946";"EST";"Richard Simonetti";"RIC";"Quem Tem Medo da Morte?";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 392 · Ordem estante (Table 2): 946 · Obra nº 430 · Exemplares da mesma obra: 114, 392, 393, 946"
"430";"430.3";"393";"946";"EST";"Richard Simonetti";"RIC";"Quem Tem Medo da Morte?";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 393 · Ordem estante (Table 2): 946 · Obra nº 430 · Exemplares da mesma obra: 114, 392, 393, 946"
"430";"430.4";"946";"946";"EST";"Richard Simonetti";"RIC";"Quem Tem Medo da Morte?";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 946 · Ordem estante (Table 2): 946 · Obra nº 430 · Exemplares da mesma obra: 114, 392, 393, 946"
"431";"431";"1012";"1012";"EST";"Richard Simonetti";"RIC";"Reencarnação";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1012 · Ordem estante (Table 2): 1012 · Obra nº 431"
"432";"432";"1032";"1032";"EST";"Richard Simonetti";"RIC";"Setenta Vezes Sete";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1032 · Ordem estante (Table 2): 1032 · Obra nº 432"
"433";"433";"337";"337";"EST";"Richard Simonetti";"RIC";"Setente vezes sete";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 337 · Ordem estante (Table 2): 337 · Obra nº 433"
"434";"434";"1116";"1116";"EST";"Richard Simonetti";"RIC";"Tempo de Despertar";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1116 · Ordem estante (Table 2): 1116 · Obra nº 434"
"435";"435";"1112";"1112";"EST";"Richard Simonetti";"RIC";"Um jeito de ser feliz";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1112 · Ordem estante (Table 2): 1112 · Obra nº 435"
"436";"436";"377";"377";"EST";"Richard Simonetti";"RIC";"Uma razão para viver";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 377 · Ordem estante (Table 2): 377 · Obra nº 436"
"437";"437.1";"332";"1074";"EST";"Richard Simonetti";"RIC";"Viver em Plenitude";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 332 · Ordem estante (Table 2): 1074 · Obra nº 437 · Exemplares da mesma obra: 332, 1074"
"437";"437.2";"1074";"1074";"EST";"Richard Simonetti";"RIC";"Viver em Plenitude";"Richard Simonetti";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1074 · Ordem estante (Table 2): 1074 · Obra nº 437 · Exemplares da mesma obra: 332, 1074"
"438";"438";"1075";"1075";"EST";"Roque Jacinto";"RJG";"Chico Xavier (40 anos no mundo da mediunidade)";"Roque Jacinto";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1075 · Ordem estante (Table 2): 1075 · Obra nº 438"
"439";"439.1";"160";"728";"EST";"Roque Jacinto";"RJG";"Desenvolvimento Mediúnico";"Roque Jacinto";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 160 · Ordem estante (Table 2): 728 · Obra nº 439 · Exemplares da mesma obra: 160, 728"
"439";"439.2";"728";"728";"EST";"Roque Jacinto";"RJG";"Desenvolvimento Mediúnico";"Roque Jacinto";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 728 · Ordem estante (Table 2): 728 · Obra nº 439 · Exemplares da mesma obra: 160, 728"
"440";"440";"724";"724";"EST";"Roque Jacinto";"RJG";"Doutrinação";"Roque Jacinto";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 724 · Ordem estante (Table 2): 724 · Obra nº 440"
"441";"441";"732";"732";"EST";"Roque Jacinto";"RJG";"Gostos de Barro";"Roque Jacinto";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 732 · Ordem estante (Table 2): 732 · Obra nº 441"
"442";"442";"727";"727";"EST";"Roque Jacinto";"RJG";"Kardec e Emanuel";"Roque Jacinto";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 727 · Ordem estante (Table 2): 727 · Obra nº 442"
"443";"443.1";"729";"730";"EST";"Roque Jacinto";"RJG";"Os Espíritos Em Nossas Vidas Diárias";"Roque Jacinto";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 729 · Ordem estante (Table 2): 730 · Obra nº 443 · Exemplares da mesma obra: 729, 730"
"443";"443.2";"730";"730";"EST";"Roque Jacinto";"RJG";"Os Espíritos Em Nossas Vidas Diárias";"Roque Jacinto";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 730 · Ordem estante (Table 2): 730 · Obra nº 443 · Exemplares da mesma obra: 729, 730"
"444";"444";"731";"731";"EST";"Roque Jacinto";"RJG";"Passe e Passista";"Roque Jacinto";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 731 · Ordem estante (Table 2): 731 · Obra nº 444"
"445";"445";"726";"726";"EST";"Roque Jacinto";"RJG";"Tratamento da Obsessão";"Roque Jacinto";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 726 · Ordem estante (Table 2): 726 · Obra nº 445"
"446";"446";"138";"138";"EST";"Salvador Gentile";"SGT";"Escola da Vida";"Salvador Gentile";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 138 · Ordem estante (Table 2): 138 · Obra nº 446"
"447";"447";"643";"643";"EST";"Salvador Gentile";"SGT";"Sensala";"Salvador Gentile";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 643 · Ordem estante (Table 2): 643 · Obra nº 447"
"448";"448.1";"735";"920";"EST";"Salvador Gentile";"SGT";"Senzala";"Salvador Gentile";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 735 · Ordem estante (Table 2): 920 · Obra nº 448 · Exemplares da mesma obra: 735, 920"
"448";"448.2";"920";"920";"EST";"Salvador Gentile";"SGT";"Senzala";"Salvador Gentile";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 920 · Ordem estante (Table 2): 920 · Obra nº 448 · Exemplares da mesma obra: 735, 920"
"449";"449.1";"395";"396";"EST";"Valdo Vieira";"VLV";"Cristo Espera Por Ti";"Valdo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 395 · Ordem estante (Table 2): 396 · Obra nº 449 · Exemplares da mesma obra: 395, 396"
"449";"449.2";"396";"396";"EST";"Valdo Vieira";"VLV";"Cristo Espera Por Ti";"Valdo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 396 · Ordem estante (Table 2): 396 · Obra nº 449 · Exemplares da mesma obra: 395, 396"
"450";"450.1";"163";"389";"EST";"Valdo Vieira";"VLV";"De Coração Para Coração";"Valdo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 163 · Ordem estante (Table 2): 389 · Obra nº 450 · Exemplares da mesma obra: 163, 388, 389"
"450";"450.2";"388";"389";"EST";"Valdo Vieira";"VLV";"De Coração Para Coração";"Valdo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 388 · Ordem estante (Table 2): 389 · Obra nº 450 · Exemplares da mesma obra: 163, 388, 389"
"450";"450.3";"389";"389";"EST";"Valdo Vieira";"VLV";"De Coração Para Coração";"Valdo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 389 · Ordem estante (Table 2): 389 · Obra nº 450 · Exemplares da mesma obra: 163, 388, 389"
"451";"451.1";"387";"423";"EST";"Valdo Vieira";"VLV";"Seareiros de Volta";"Valdo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 387 · Ordem estante (Table 2): 423 · Obra nº 451 · Exemplares da mesma obra: 387, 423"
"451";"451.2";"423";"423";"EST";"Valdo Vieira";"VLV";"Seareiros de Volta";"Valdo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 423 · Ordem estante (Table 2): 423 · Obra nº 451 · Exemplares da mesma obra: 387, 423"
"452";"452";"390";"390";"EST";"Valdo Vieira";"VLV";"Tecnica de Viver";"Valdo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 390 · Ordem estante (Table 2): 390 · Obra nº 452"
"453";"453";"573";"573";"EST";"Waldo Vieira";"WLV";"Entre Irmãos de Outras Terras";"Francisco C. Xavier / Waldo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 573 · Ordem estante (Table 2): 573 · Obra nº 453"
"454";"454";"457";"457";"EST";"Waldo Vieira";"WLV";"Trovadores do Além (Antologia)";"Francisco C. Xavier / Waldo Vieira -";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 457 · Ordem estante (Table 2): 457 · Obra nº 454"
"455";"455";"1017";"1017";"EST";"Waldo Vieira";"WLV";"Evolução Em Dois Mundos";"Francisco C. Xavier \ Waldo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1017 · Ordem estante (Table 2): 1017 · Obra nº 455"
"456";"456";"998";"998";"EST";"Waldo Vieira";"WLV";"O Espírito da Verdade";"Francisco C. Xavier \ Waldo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 998 · Ordem estante (Table 2): 998 · Obra nº 456"
"457";"457";"996";"996";"EST";"Waldo Vieira";"WLV";"Opinião Espírita";"Francisco C. Xavier \ Waldo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 996 · Ordem estante (Table 2): 996 · Obra nº 457"
"458";"458";"1137";"1137";"EST";"Waldo Vieira";"WLV";"Sexo e destino";"Francisco C. Xavier \ Waldo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1137 · Ordem estante (Table 2): 1137 · Obra nº 458"
"459";"459.1";"434";"434";"EST";"Waldo Vieira";"WLV";"Seareiros de Volta";"Waldo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 434 · Ordem estante (Table 2): 434 · Obra nº 459 · Exemplares da mesma obra: 434, 498"
"459";"459.2";"498";"434";"EST";"Waldo Vieira";"WLV";"Seareiros de Volta";"Waldo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 498 · Ordem estante (Table 2): 434 · Obra nº 459 · Exemplares da mesma obra: 434, 498"
"460";"460";"822";"822";"EST";"Waldo Vieira";"WLV";"Sol nas Almas";"Waldo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 822 · Ordem estante (Table 2): 822 · Obra nº 460"
"461";"461";"382";"382";"EST";"Waldo Vieira";"WLV";"Sonetos de Vida e Luz";"Waldo Vieira";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 382 · Ordem estante (Table 2): 382 · Obra nº 461"
"462";"462";"701";"701";"EST";"Wallace Leal V. Rodrigues";"WLR";"A Esquina de Pedra";"Wallace Leal V. Rodrigues";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 701 · Ordem estante (Table 2): 701 · Obra nº 462"
"463";"463.1";"68";"646";"EST";"Wallace Leal V. Rodrigues";"WLR";"E, Para o Resto da Vida...";"Wallace Leal V. Rodrigues";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 68 · Ordem estante (Table 2): 646 · Obra nº 463 · Exemplares da mesma obra: 68, 646"
"463";"463.2";"646";"646";"EST";"Wallace Leal V. Rodrigues";"WLR";"E, Para o Resto da Vida...";"Wallace Leal V. Rodrigues";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 646 · Ordem estante (Table 2): 646 · Obra nº 463 · Exemplares da mesma obra: 68, 646"
"464";"464";"621";"621";"EST";"Wallace Leal V. Rodrigues";"WLR";"Katie King";"Wallace Leal V. Rodrigues";"";"STUDY";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 621 · Ordem estante (Table 2): 621 · Obra nº 464"
"465";"465";"226";"226";"EST";"Zeus Wantuil";"ZWA";"Allan Kardec";"Zeus Wantuil";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 226 · Ordem estante (Table 2): 226 · Obra nº 465"
"466";"466.1";"583";"639";"EST";"Zeus Wantuil";"ZWA";"As Mesas Girantes e o Espiritismo";"Zeus Wantuil";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 583 · Ordem estante (Table 2): 639 · Obra nº 466 · Exemplares da mesma obra: 583, 638, 639"
"466";"466.2";"638";"639";"EST";"Zeus Wantuil";"ZWA";"As Mesas Girantes e o Espiritismo";"Zeus Wantuil";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 638 · Ordem estante (Table 2): 639 · Obra nº 466 · Exemplares da mesma obra: 583, 638, 639"
"466";"466.3";"639";"639";"EST";"Zeus Wantuil";"ZWA";"As Mesas Girantes e o Espiritismo";"Zeus Wantuil";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 639 · Ordem estante (Table 2): 639 · Obra nº 466 · Exemplares da mesma obra: 583, 638, 639"
"467";"467";"640";"640";"EST";"Zeus Wantuil";"ZWA";"Allan Kardec";"Zeus Wantuil / Francisco Thiesen";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 640 · Ordem estante (Table 2): 640 · Obra nº 467"
"468";"468";"486";"486";"EST";"Zeus Wantuil";"ZWA";"Allan Kardec - Meticulosa pesquisa bibliográfica";"Zêus Wantuil e Francisco Thiesen";"";"STUDY";"";"Mediunidade, Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 486 · Ordem estante (Table 2): 486 · Obra nº 468"
"469";"469";"673";"673";"BIO";"Bezerra de Menezes";"BZM";"Estudos Filosóficos";"Bezerra de Menezes";"";"BIOGRAPHY";"";"Biografia";"Português";"";"";"Nº legado deste exemplar: 673 · Ordem estante (Table 2): 673 · Obra nº 469"
"470";"470";"1125";"1125";"BIO";"Bezerra de Menezes";"BZM";"Compromissos Iluminativos";"Bezerra de Menezes";"Divaldo Pereira Franco";"BIOGRAPHY";"";"Biografia";"Português";"";"";"Nº legado deste exemplar: 1125 · Ordem estante (Table 2): 1125 · Obra nº 470"
"471";"471";"1106";"1106";"BIO";"Bezerra de Menezes";"BZM";"Bezerra, Chico e Você";"Bezerra de Menezes";"Francisco Cândido Xavier";"BIOGRAPHY";"";"Biografia";"Português";"";"";"Nº legado deste exemplar: 1106 · Ordem estante (Table 2): 1106 · Obra nº 471"
